time,latitude,longitude,depth,mag,nst,gap,dmin,rms,updated,place,type,horizontalError,depthError,magError,magNst,status,year,month,day,h:m:s,state,city
2019-09-07 18:51:46+00:00,37.8116667,-113.2001667,8.3,2.5,19,47,0.1917,0.15,2019-11-30T19:36:55.040Z,"16 km WNW of Enoch, Utah",earthquake,0.29,0.95,0.156,3,reviewed,2019,9,7,18:51:46,Utah,Enoch
2019-09-07 11:40:30+00:00,42.2959,-105.6038,5,2.9,42.15871825,112,0.767,0.51,2019-11-30T19:36:57.040Z,"23 km WSW of Esterbrook, Wyoming",earthquake,4,2,0.062,34,reviewed,2019,9,7,11:40:30,Wyoming,Douglas
2019-09-06 18:49:56+00:00,40.3715,-124.2568333,23.47,2.71,29,111,0.0521,0.18,2019-09-17T03:12:03.471Z,"6km NNE of Petrolia, CA",earthquake,0.66,0.58,0.206,36,reviewed,2019,9,6,18:49:56,California,Rio Dell
2019-09-06 16:10:47+00:00,31.3531,-103.0896,5,2.8,42.15871825,45,0.141,0.55,2019-11-30T19:37:03.040Z,"12 km N of Coyanosa, Texas",earthquake,0.7,1.8,0.085,18,reviewed,2019,9,6,16:10:47,Texas,Monahans
2019-09-06 15:55:09+00:00,31.3451,-103.0878,5,3.2,42.15871825,45,0.133,0.56,2019-11-30T19:37:03.040Z,"11 km N of Coyanosa, Texas",earthquake,1,1.7,0.091,16,reviewed,2019,9,6,15:55:09,Texas,Monahans
2019-09-06 14:06:15+00:00,35.6761667,-117.5138333,10.05,2.77,58,38,0.04251,0.15,2021-08-17T17:50:08.690Z,"14km SW of Searles Valley, CA",earthquake,0.13,0.23,0.209,25,reviewed,2019,9,6,14:06:15,California,Searles Valley
2019-09-06 10:25:09+00:00,37.6188333,-118.8615,7.4,2.71,27,89,0.001165,0.05,2019-09-17T01:30:03.669Z,"10km E of Mammoth Lakes, CA",earthquake,0.34,0.53,0.178,39,reviewed,2019,9,6,10:25:09,California,Mammoth Lakes
2019-09-06 06:49:35+00:00,35.9181667,-117.6868333,3.03,2.72,57,26,0.01996,0.18,2021-10-07T22:03:28.900Z,"20km E of Little Lake, CA",earthquake,0.13,0.23,0.127,22,reviewed,2019,9,6,6:49:35,California,China Lake Acres
2019-09-04 23:17:05+00:00,37.3286667,-119.98,14.59,2.64,24,65,0.1768,0.2,2019-09-13T05:25:03.453Z,"17km SSW of Bootjack, CA",earthquake,0.4,0.72,0.206,51,reviewed,2019,9,4,23:17:05,California,Mariposa
2019-09-04 12:37:12+00:00,35.6681667,-117.5128333,4.71,2.54,53,34,0.03654,0.14,2021-08-17T17:31:08.650Z,"15km SW of Searles Valley, CA",earthquake,0.12,0.24,0.17,26,reviewed,2019,9,4,12:37:12,California,Searles Valley
2019-09-04 00:18:46+00:00,34.0056667,-116.7643333,13.3,3.41,121,18,0.04655,0.16,2020-04-04T06:50:37.252Z,"10km NNE of Cabazon, CA",earthquake,0.09,0.23,0.153,201,reviewed,2019,9,4,0:18:46,California,Cabazon
2019-09-03 15:05:01+00:00,39.1328333,-123.58,5.46,3.24,55,99,0.08022,0.15,2020-03-09T04:16:55.991Z,"18km ESE of Navarro Head, CA",earthquake,0.22,0.71,0.158,31,reviewed,2019,9,3,15:05:01,California,Boonville
2019-09-03 12:41:59+00:00,35.6475,-117.4971667,6.02,2.61,53,22,0.01606,0.14,2021-10-07T21:18:36.060Z,"16km SSW of Searles Valley, CA",earthquake,0.12,0.26,0.134,24,reviewed,2019,9,3,12:41:59,California,Searles Valley
2019-09-03 08:23:33+00:00,36.201,-117.8833333,2.62,2.59,53,56,0.08638,0.16,2021-08-16T22:20:56.490Z,"14km SE of Olancha, CA",earthquake,0.15,0.51,0.135,22,reviewed,2019,9,3,8:23:33,California,Lone Pine
2019-09-03 03:41:29+00:00,35.7023333,-117.5878333,7.76,3.47,56,37,0.02386,0.13,2021-10-07T21:23:50.130Z,"12km NE of Ridgecrest, CA",earthquake,0.11,0.29,0.159464844,6,reviewed,2019,9,3,3:41:29,California,Ridgecrest
2019-09-03 03:28:37+00:00,35.6296667,-117.4321667,3.67,2.69,52,55,0.03605,0.15,2021-08-16T21:57:42.020Z,"16km S of Searles Valley, CA",earthquake,0.13,0.29,0.207,24,reviewed,2019,9,3,3:28:37,California,Searles Valley
2019-09-03 02:32:14+00:00,35.6708333,-117.5221667,10.29,3.22,79,34,0.04423,0.15,2021-10-07T21:08:10.400Z,"15km ENE of Ridgecrest, CA",earthquake,0.1,0.19,0.165,291,reviewed,2019,9,3,2:32:14,California,Searles Valley
2019-09-03 02:29:20+00:00,35.6698333,-117.5235,10.29,2.76,60,33,0.04457,0.14,2021-08-16T21:40:29.990Z,"15km ENE of Ridgecrest, CA",earthquake,0.11,0.19,0.146,24,reviewed,2019,9,3,2:29:20,California,Searles Valley
2019-09-03 02:23:09+00:00,35.5161667,-117.4141667,8.13,3.18,89,16,0.04143,0.16,2021-10-07T20:58:50.280Z,"26km NE of Johannesburg, CA",earthquake,0.11,0.27,0.132,294,reviewed,2019,9,3,2:23:09,California,Searles Valley
2019-09-03 00:30:33+00:00,34.4531667,-118.4865,17.6,2.71,103,15,0.05275,0.22,2020-07-30T12:20:26.235Z,"4km NNE of Santa Clarita, CA",earthquake,0.14,0.35,0.167,157,reviewed,2019,9,3,0:30:33,California,Santa Clarita
2019-09-02 22:08:39+00:00,36.92833333,-97.4745,7.65,3.24,57,93,0,0.23,2019-11-15T17:22:04.040Z,"10 km SW of Hunnewell, Kansas",earthquake,1.05535678,0.7,0.19,25,reviewed,2019,9,2,22:08:39,Kansas,Caldwell
2019-09-02 19:26:30+00:00,43.6021,-105.211,0,3.2,42.15871825,119,0.995,0.98,2019-11-15T17:22:03.040Z,"28 km SE of Wright, Wyoming",mining explosion,3.7,1.8,0.059,38,reviewed,2019,9,2,19:26:30,Wyoming,Wright
2019-09-02 17:34:12+00:00,41.376,-122.139,5.58,2.72,20,74,0.05287,0.17,2019-09-06T06:42:56.394Z,"13km N of McCloud, CA",earthquake,0.35,0.95,0.255,18,reviewed,2019,9,2,17:34:12,California,McCloud
2019-09-02 08:03:26+00:00,35.664,-117.5243333,6.76,2.51,52,36,0.0423,0.14,2021-08-16T22:38:04.780Z,"14km ENE of Ridgecrest, CA",earthquake,0.12,0.27,0.143,25,reviewed,2019,9,2,8:03:26,California,Ridgecrest
2019-09-02 04:55:14+00:00,33.6525,-117.3315,3.79,2.75,131,28,0.07893,0.21,2021-08-17T15:22:42.320Z,"2km SSW of Lake Elsinore, CA",earthquake,0.12,0.44,0.189,36,reviewed,2019,9,2,4:55:14,California,Lake Elsinore
2019-09-02 04:05:04+00:00,33.649,-117.3335,5.73,3.19,139,29,0.07719,0.24,2019-11-15T17:21:48.040Z,"2km NE of Lakeland Village, CA",earthquake,0.13,0.64,0.157,194,reviewed,2019,9,2,4:05:04,California,Lakeland Village
2019-09-02 03:59:21+00:00,37.187,-112.892,17.65,2.95,23,44,0.1791,0.2,2019-11-15T17:21:48.040Z,"9 km E of Springdale, Utah",earthquake,0.4,0.81,0.158,11,reviewed,2019,9,2,3:59:21,Utah,Hildale
2019-09-01 23:35:06+00:00,35.6555,-117.463,2.38,2.82,50,41,0.01552,0.15,2021-08-16T22:56:09.940Z,"14km SSW of Searles Valley, CA",earthquake,0.12,0.19,0.183,25,reviewed,2019,9,1,23:35:06,California,Searles Valley
2019-09-01 22:30:05+00:00,35.1618333,-118.2056667,5.05,2.5,61,24,0.1553,0.15,2019-09-03T19:08:04.240Z,"12km NNW of Mojave, CA",earthquake,0.12,0.96,0.226,183,reviewed,2019,9,1,22:30:05,California,Mojave
2019-09-01 22:07:54+00:00,31.6795,-115.9128333,10.98,3.11,12,128,0.3076,0.15,2019-11-15T17:21:42.040Z,"62km E of Maneadero, B.C., MX",earthquake,0.37,0.83,0.162,53,reviewed,2019,9,1,22:07:54,Baja California,Fraccionamiento del Valle
2019-09-01 18:16:52+00:00,44.4117,-114.1404,10,2.6,42.15871825,107,0.871,1,2019-11-15T17:21:35.040Z,"12 km SE of Challis, Idaho",earthquake,2,2,0.052,49,reviewed,2019,9,1,18:16:52,Idaho,Challis
2019-09-01 18:12:01+00:00,31.5678333,-115.7071667,6.09,2.57,13,125,0.1877,0.12,2019-09-03T22:16:56.278Z,"83km ESE of Maneadero, B.C., MX",earthquake,0.61,1.69,0.157,17,reviewed,2019,9,1,18:12:01,Baja California,Fraccionamiento del Valle
2019-09-01 16:41:06+00:00,36.8777,-104.8454,5,2.6,42.15871825,70,0.076,0.68,2019-11-15T17:21:32.040Z,"28 km S of Weston, Colorado",earthquake,1.8,1.9,0.051,66,reviewed,2019,9,1,16:41:06,New Mexico,Cimarron
2019-09-01 16:17:29+00:00,43.6237,-105.4485,0,2.9,42.15871825,73,1.136,0.61,2019-11-15T17:21:32.040Z,"14 km SSE of Wright, Wyoming",mining explosion,4.2,1.7,0.097,14,reviewed,2019,9,1,16:17:29,Wyoming,Wright
2019-09-01 14:08:11+00:00,40.2671667,-121.4408333,3.62,2.61,13,183,0.13,0.1,2019-09-04T23:30:03.595Z,"15km SE of Mineral, CA",earthquake,0.7,2.3,0.094,20,reviewed,2019,9,1,14:08:11,California,Chester
2019-09-01 13:32:06+00:00,36.8666,-104.7919,5,2.7,42.15871825,94,0.086,0.46,2019-11-15T17:21:27.040Z,"28 km SSW of Sequndo, Colorado",earthquake,1.9,1.8,0.05,68,reviewed,2019,9,1,13:32:06,New Mexico,Raton
2019-09-01 13:21:06+00:00,38.034,-97.9805,3.13,3.1,42.15871825,131,0.032,0.3,2020-01-19T20:02:26.176Z,"3 km W of South Hutchinson, Kansas",earthquake,1.8,3,0.044,134,reviewed,2019,9,1,13:21:06,Kansas,South Hutchinson
2019-09-01 12:54:37+00:00,36.885,-104.8028,4.06,2.7,42.15871825,106,0.096,0.3,2019-11-15T17:21:26.040Z,"26 km S of Segundo, Colorado",earthquake,1,2.9,0.071,90,reviewed,2019,9,1,12:54:37,New Mexico,Raton
2019-09-01 11:29:43+00:00,37.2661,-104.9184,4.76,3.5,42.15871825,61,0.18,0.53,2019-11-15T17:21:24.040Z,"16 km NNW of Weston, Colorado",earthquake,1.8,5.9,0.069,20,reviewed,2019,9,1,11:29:43,Colorado,Walsenburg
2019-08-31 17:56:48+00:00,43.5872,-105.3691,0,3.1,42.15871825,75,1.102,0.65,2019-11-15T17:21:06.040Z,"20 km SSE of Wright, Wyoming",mining explosion,2.6,1.8,0.056,42,reviewed,2019,8,31,17:56:48,Wyoming,Wright
2019-08-31 16:50:22+00:00,37.5756667,-118.7365,9.86,2.57,23,93,0.0143,0.08,2019-09-11T04:18:03.146Z,"5km WNW of Toms Place, CA",earthquake,0.33,0.72,0.233,19,reviewed,2019,8,31,16:50:22,California,Mammoth Lakes
2019-08-31 16:49:51+00:00,37.5818333,-118.7348333,9.11,2.67,29,81,0.01879,0.05,2019-09-12T04:04:03.332Z,"5km WNW of Toms Place, CA",earthquake,0.33,0.49,0.13,16,reviewed,2019,8,31,16:49:51,California,Mammoth Lakes
2019-08-31 13:47:52+00:00,47.4761,-70.123,5,2.7,42.15871825,71,0.155,0.57,2019-11-15T17:20:59.040Z,"13 km NNW of La Pocati��re, Ca",earthquake,2.4,2,0.106,23,reviewed,2019,8,31,13:47:52,Quebec,La Pocatiere
2019-08-31 13:37:57+00:00,31.3514,-103.0888,5,2.8,42.15871825,25,0.139,0.81,2019-11-15T17:20:59.040Z,"12 km N of Coyanosa, Texas",earthquake,0.6,1.7,0.072,61,reviewed,2019,8,31,13:37:57,Texas,Monahans
2019-08-31 13:09:58+00:00,31.3448,-103.0857,4.28,2.5,42.15871825,25,0.133,0.91,2019-11-15T17:20:58.040Z,"11 km N of Coyanosa, Texas",earthquake,1,2.3,0.115,19,reviewed,2019,8,31,13:09:58,Texas,Monahans
2019-08-31 11:18:32+00:00,40.8648333,-123.1145,42.21,2.6,49,49,0.1548,0.19,2019-09-11T02:50:02.430Z,"21km NW of Weaverville, CA",earthquake,0.4,0.74,0.13,45,reviewed,2019,8,31,11:18:32,California,Weaverville
2019-08-31 07:26:56+00:00,35.8305,-117.6761667,9.29,2.72,57,31,0.05961,0.15,2021-09-22T22:18:58.750Z,"23km N of Ridgecrest, CA",earthquake,0.12,0.28,0.195,25,reviewed,2019,8,31,7:26:56,California,Ridgecrest
2019-08-31 03:56:21+00:00,36.104,-119.9846667,5.38,2.6,57,101,0.2546,0.12,2019-09-04T04:21:05.167Z,"11km N of Kettleman City, CA",earthquake,0.33,1.59,0.197,53,reviewed,2019,8,31,3:56:21,California,Kettleman City
2019-08-31 02:26:23+00:00,35.8756667,-117.6961667,8.47,2.52,58,30,0.01206,0.17,2021-09-22T22:43:11.200Z,"20km ESE of Little Lake, CA",earthquake,0.13,0.28,0.21,25,reviewed,2019,8,31,2:26:23,California,China Lake Acres
2019-08-31 00:57:42+00:00,33.6993333,-116.7376667,18.54,2.5,114,23,0.02287,0.19,2019-09-05T19:00:13.960Z,"5km SSW of Idyllwild, CA",earthquake,0.11,0.17,0.155,136,reviewed,2019,8,31,0:57:42,California,Idyllwild
2019-08-31 00:18:19+00:00,36.0876667,-117.8645,1.75,2.62,50,54,0.03086,0.17,2021-08-25T20:16:29.710Z,"9km ENE of Coso Junction, CA",earthquake,0.16,0.23,0.216,23,reviewed,2019,8,31,0:18:19,California,Inyokern
2019-08-30 19:54:43+00:00,36.2073333,-117.8588333,2.9,2.52,49,53,0.08963,0.15,2021-08-25T21:07:46.340Z,"16km ESE of Olancha, CA",earthquake,0.15,0.47,0.092,21,reviewed,2019,8,30,19:54:43,California,Lone Pine
2019-08-30 19:03:58+00:00,37.4686667,-118.8458333,5.45,2.74,32,107,0.1219,0.05,2019-09-10T21:29:04.129Z,"18km SW of Toms Place, CA",earthquake,0.22,1.46,0.289,36,reviewed,2019,8,30,19:03:58,California,Mammoth Lakes
2019-08-30 19:02:23+00:00,37.3671667,-118.5246667,10.71,2.83,25,196,0.03378,0.07,2019-09-10T21:14:03.142Z,"6km W of West Bishop, CA",earthquake,0.85,1.2,0.289,36,reviewed,2019,8,30,19:02:23,California,West Bishop
2019-08-30 16:38:20+00:00,37.467,-118.8453333,5.59,2.58,29,120,0.1235,0.05,2019-09-10T18:59:03.119Z,"18km SW of Toms Place, CA",earthquake,0.24,1.51,0.291,34,reviewed,2019,8,30,16:38:20,California,Mammoth Lakes
2019-08-30 14:52:41+00:00,37.3743333,-118.5338333,8.61,2.54,27,86,0.03157,0.07,2019-09-10T23:36:03.415Z,"7km WNW of West Bishop, CA",earthquake,0.39,0.8,0.125,14,reviewed,2019,8,30,14:52:41,California,West Bishop
2019-08-30 11:58:32+00:00,35.7081667,-117.5435,9.27,2.72,54,34,0.0772,0.14,2021-08-25T19:32:06.010Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.28,0.17,24,reviewed,2019,8,30,11:58:32,California,Searles Valley
2019-08-30 11:31:09+00:00,35.44866667,-97.91183333,5,2.56,14,137,0.232154443,0.74,2019-08-30T22:28:07.363Z,"6 km NNE of Union City, Oklahoma",earthquake,1.05535678,4.5,0.13,7,reviewed,2019,8,30,11:31:09,Oklahoma,Union City
2019-08-30 08:55:41+00:00,35.6121667,-117.4121667,5.26,2.5,55,30,0.02758,0.14,2021-08-25T20:29:35.880Z,"17km S of Trona, CA",earthquake,0.13,0.19,0.161,26,reviewed,2019,8,30,8:55:41,California,Searles Valley
2019-08-29 22:24:12+00:00,44.3296667,-110.5333333,2.04,2.71,18,130,0.06049,0.23,2020-06-19T17:40:26.030Z,"58 km SE of West Yellowstone, Montana",earthquake,0.55,1.77,0.173,9,reviewed,2019,8,29,22:24:12,Montana,West Yellowstone
2019-08-29 21:33:01+00:00,44.3323333,-110.5255,1.44,2.61,17,121,0.05884,0.17,2020-06-19T17:40:24.450Z,"58 km SE of West Yellowstone, Montana",earthquake,0.66,0.29,0.203,5,reviewed,2019,8,29,21:33:01,Montana,West Yellowstone
2019-08-29 17:17:48+00:00,34.018,-117.1193333,8.96,2.98,136,14,0.01835,0.18,2019-11-15T17:20:13.040Z,"6km SSE of Mentone, CA",earthquake,0.1,0.25,0.128,181,reviewed,2019,8,29,17:17:48,California,Mentone
2019-08-29 16:19:18+00:00,32.2435,-115.2723333,12.3,2.64,24,138,0.1765,0.31,2019-08-29T16:47:41.842Z,"10km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.68,2.17,0.145,45,reviewed,2019,8,29,16:19:18,Baja California,Doctor Alberto Oviedo Mota
2019-08-29 12:12:47+00:00,47.303,-70.434,3.69,3.3,42.15871825,89,0.256,0.62,2019-11-15T17:20:03.040Z,"15 km NW of St-Jean-Port-Joli, Canada",earthquake,3,9.5,0.075,17,reviewed,2019,8,29,12:12:47,Quebec,Baie-Saint-Paul
2019-08-29 08:39:35+00:00,35.10316667,-96.3185,3.02,3.03,44,160,0,0.19,2019-11-15T17:19:57.040Z,"6 km SSE of Yeager, Oklahoma",earthquake,1.05535678,0.9,0.21,17,reviewed,2019,8,29,8:39:35,Oklahoma,Holdenville
2019-08-29 03:23:49+00:00,35.7616667,-117.59,3.43,2.9,62,37,0.01183,0.16,2021-10-07T22:59:53.060Z,"17km W of Searles Valley, CA",earthquake,0.12,0.32,0.158,32,reviewed,2019,8,29,3:23:49,California,Ridgecrest
2019-08-28 22:21:00+00:00,43.7471,-105.2261,0,3.3,42.15871825,100,0.937,1.28,2019-11-15T17:19:41.040Z,"21 km E of Wright, Wyoming",mining explosion,2.7,1.8,0.062,40,reviewed,2019,8,28,22:21:00,Wyoming,Wright
2019-08-28 10:19:26+00:00,36.577,-117.981,5.95,2.6,44,89,0.1458,0.19,2021-10-08T14:51:57.730Z,"8km E of Lone Pine, CA",earthquake,0.2,0.6,0.22,65,reviewed,2019,8,28,10:19:26,California,Lone Pine
2019-08-28 10:14:45+00:00,36.5793333,-117.9791667,6.28,2.56,48,71,0.1448,0.2,2021-10-08T18:57:53.270Z,"8km E of Lone Pine, CA",earthquake,0.21,0.68,0.211,59,reviewed,2019,8,28,10:14:45,California,Lone Pine
2019-08-28 02:23:14+00:00,36.1366667,-117.9751667,5.42,3.29,72,59,0.09924,0.16,2021-10-07T22:51:30.030Z,"10km NNW of Coso Junction, CA",earthquake,0.12,0.44,0.157,39,reviewed,2019,8,28,2:23:14,California,Lone Pine
2019-08-27 17:54:05+00:00,47.9174,-114.0784,10,2.5,42.15871825,56,0.07,0.81,2019-11-15T17:18:54.040Z,"3 km W of Bear Dance, Montana",earthquake,2.2,2,0.059,38,reviewed,2019,8,27,17:54:05,Montana,Bigfork
2019-08-27 14:39:37+00:00,35.6691667,-117.5288333,10.23,2.62,54,33,0.04794,0.13,2021-08-25T18:26:23.850Z,"14km ENE of Ridgecrest, CA",earthquake,0.12,0.22,0.17,23,reviewed,2019,8,27,14:39:37,California,Ridgecrest
2019-08-27 10:29:38+00:00,36.7876667,-89.4681667,18.95,2.66,60,42,0.0216,0.1,2019-11-15T17:18:47.040Z,"7 km W of East Prairie, Missouri",earthquake,0.17,0.21,0.128,48,reviewed,2019,8,27,10:29:38,Missouri,East Prairie
2019-08-26 21:31:26+00:00,35.7443333,-117.554,3.2,2.65,53,52,0.04542,0.17,2021-08-25T17:57:21.840Z,"14km W of Searles Valley, CA",earthquake,0.15,0.27,0.112,22,reviewed,2019,8,26,21:31:26,California,Searles Valley
2019-08-26 20:03:05+00:00,36.324,-112.4943,5,2.5,42.15871825,58,0.193,0.42,2019-11-08T22:13:49.040Z,"19 km ENE of Supai, Arizona",earthquake,1,1.8,0.039,86,reviewed,2019,8,26,20:03:05,Arizona,Grand Canyon Village
2019-08-26 16:23:20+00:00,35.68,-117.5385,7.11,2.6,51,31,0.06037,0.15,2021-08-25T18:40:35.370Z,"14km ENE of Ridgecrest, CA",earthquake,0.14,0.29,0.157,23,reviewed,2019,8,26,16:23:20,California,Ridgecrest
2019-08-26 16:07:50+00:00,35.8608333,-117.6923333,9.02,2.53,51,36,0.02662,0.14,2021-09-21T20:10:39.610Z,"21km ESE of Little Lake, CA",earthquake,0.12,0.24,0.182,23,reviewed,2019,8,26,16:07:50,California,China Lake Acres
2019-08-26 12:50:11+00:00,40.3083333,-124.645,20,2.56,35,235,0.2321,0.17,2019-08-28T06:04:03.831Z,"31km W of Petrolia, CA",earthquake,0.48,0.36,0.128,26,reviewed,2019,8,26,12:50:11,California,Ferndale
2019-08-26 12:06:37+00:00,35.8963333,-117.6778333,4.73,2.78,54,29,0.02035,0.16,2021-08-25T17:28:44.700Z,"21km ESE of Little Lake, CA",earthquake,0.13,0.21,0.204,24,reviewed,2019,8,26,12:06:37,California,China Lake Acres
2019-08-26 10:33:21+00:00,35.8876667,-117.6986667,7.91,2.72,57,25,0.00543,0.17,2021-08-25T17:42:38.396Z,"20km ESE of Little Lake, CA",earthquake,0.14,0.32,0.161,23,reviewed,2019,8,26,10:33:21,California,China Lake Acres
2019-08-26 03:53:46+00:00,36.139,-118.073,-0.6,2.89,57,72,0.1779,0.22,2021-10-07T22:27:49.910Z,"15km NW of Coso Junction, CA",earthquake,0.2,0.47,0.171,44,reviewed,2019,8,26,3:53:46,California,Lone Pine
2019-08-25 23:00:17+00:00,31.65,-104.3,5,2.9,42.15871825,66,0.123,0.35,2019-11-08T22:13:48.040Z,"58 km S of Whites City, New Mexico",earthquake,1.3,1.7,0.047,60,reviewed,2019,8,25,23:00:17,New Mexico,Loving
2019-08-25 10:36:27+00:00,35.7035,-117.5145,9.47,2.64,57,54,0.06521,0.15,2021-08-25T18:12:06.760Z,"12km SW of Searles Valley, CA",earthquake,0.13,0.26,0.103,24,reviewed,2019,8,25,10:36:27,California,Searles Valley
2019-08-25 09:32:06+00:00,31.0993,-103.2717,5,2.9,42.15871825,133,0.184,0.41,2019-11-08T22:13:47.040Z,"25 km SW of Coyanosa, Texas",earthquake,1.2,2,0.085,64,reviewed,2019,8,25,9:32:06,Texas,Pecos
2019-08-25 08:15:12+00:00,36.1188333,-117.847,1.72,3.13,71,50,0.006486,0.17,2021-10-07T22:16:11.480Z,"12km NE of Coso Junction, CA",earthquake,0.12,0.17,0.159,53,reviewed,2019,8,25,8:15:12,California,Inyokern
2019-08-25 02:05:32+00:00,35.714,-117.5516667,4.29,2.92,58,47,0.0686,0.17,2021-10-07T22:27:58.650Z,"15km WSW of Searles Valley, CA",earthquake,0.14,0.38,0.148,162,reviewed,2019,8,25,2:05:32,California,Ridgecrest
2019-08-24 21:08:16+00:00,35.634,-117.588,10.03,2.61,56,33,0.01947,0.15,2021-08-25T18:52:41.800Z,"8km E of Ridgecrest, CA",earthquake,0.12,0.26,0.097,24,reviewed,2019,8,24,21:08:16,California,Ridgecrest
2019-08-24 18:39:56+00:00,40.2045,-122.129,19.03,2.62,21,86,0.004753,0.14,2019-08-28T05:52:17.228Z,"10km ENE of Red Bluff, CA",earthquake,0.49,1.04,0.165,41,reviewed,2019,8,24,18:39:56,California,Red Bluff
2019-08-24 15:18:30+00:00,35.872,-117.581,8.99,3.06,50,26,0.05772,0.16,2021-10-07T22:18:22.970Z,"20km NW of Searles Valley, CA",earthquake,0.15,0.31,0.143,234,reviewed,2019,8,24,15:18:30,California,Searles Valley
2019-08-24 11:02:20+00:00,35.5971667,-117.4246667,5.45,3.45,64,22,0.03239,0.15,2021-10-07T21:50:43.890Z,"19km SSW of Trona, CA",earthquake,0.11,0.3,0.162,93,reviewed,2019,8,24,11:02:20,California,Searles Valley
2019-08-24 04:26:04+00:00,38.4286,-118.7279,3.3,2.5,24,62.84,0.042,0.2564,2019-11-08T22:13:45.040Z,"13 km SW of Hawthorne, Nevada",earthquake,1.05535678,1.6,0.32,13,reviewed,2019,8,24,4:26:04,Nevada,Hawthorne
2019-08-24 00:31:25+00:00,36.83683333,-98.05183333,7.76,2.6,67,111,0,0.16,2019-11-08T22:13:45.040Z,"12 km WSW of Wakita, Oklahoma",earthquake,1.05535678,0.4,0.18,24,reviewed,2019,8,24,0:31:25,Oklahoma,Cherokee
2019-08-23 23:52:22+00:00,35.6426667,-117.454,2.4,2.53,48,56,0.01943,0.16,2021-08-25T17:02:42.840Z,"15km SSW of Searles Valley, CA",earthquake,0.15,0.18,0.178,21,reviewed,2019,8,23,23:52:22,California,Searles Valley
2019-08-23 23:14:22+00:00,35.7016667,-117.5733333,3.87,2.55,56,39,0.07196,0.16,2021-08-24T23:30:47.580Z,"13km NE of Ridgecrest, CA",earthquake,0.13,0.38,0.18,21,reviewed,2019,8,23,23:14:22,California,Ridgecrest
2019-08-23 22:37:36+00:00,45.8638,-111.3713,6.09,3.4,42.15871825,59,0.049,0.41,2020-01-08T15:04:28.267Z,"3 km WNW of Manhattan, Montana",earthquake,1.7,6.4,0.053,47,reviewed,2019,8,23,22:37:36,Montana,Manhattan
2019-08-23 22:34:31+00:00,45.8573,-111.3751,2.71,2.6,42.15871825,81,0.314,0.34,2019-11-08T22:13:45.040Z,"3 km W of Manhattan, Montana",earthquake,1,7.3,0.063,33,reviewed,2019,8,23,22:34:31,Montana,Manhattan
2019-08-23 20:23:32+00:00,35.9141667,-117.257,4.63,3.01,69,43,0.03152,0.18,2021-10-07T20:49:20.950Z,"20km NNE of Trona, CA",earthquake,0.14,0.4,0.158,135,reviewed,2019,8,23,20:23:32,California,Searles Valley
2019-08-23 19:19:42+00:00,35.83,-117.6508333,4.18,3.31,72,21,0.04561,0.16,2021-10-07T20:08:01.160Z,"23km WNW of Searles Valley, CA",earthquake,0.1,0.27,0.109,50,reviewed,2019,8,23,19:19:42,California,Ridgecrest
2019-08-23 19:04:59+00:00,37.6248333,-118.8733333,7.4,2.92,32,88,0.0101,0.05,2019-08-28T03:18:03.266Z,"9km E of Mammoth Lakes, CA",earthquake,0.24,0.29,0.232,42,reviewed,2019,8,23,19:04:59,California,Mammoth Lakes
2019-08-23 18:48:51+00:00,35.81166667,-98.11083333,6.98,2.59,95,37,0.260948793,0.2,2019-11-08T22:13:44.040Z,"15 km NW of Okarche, Oklahoma",earthquake,1.05535678,0.6,0.21,29,reviewed,2019,8,23,18:48:51,Oklahoma,Okarche
2019-08-23 18:20:45+00:00,40.3316667,-124.6136667,23.3,2.51,28,237,0.2117,0.18,2019-08-28T03:48:02.752Z,"28km W of Petrolia, CA",earthquake,0.65,0.59,0.173,20,reviewed,2019,8,23,18:20:45,California,Ferndale
2019-08-23 17:04:08+00:00,34.0261667,-116.989,9.13,2.56,112,27,0.08039,0.16,2019-08-26T18:52:52.790Z,"5km E of Yucaipa, CA",earthquake,0.1,0.27,0.14,139,reviewed,2019,8,23,17:04:08,California,Yucaipa
2019-08-23 16:21:33+00:00,40.3246667,-124.6958333,19.98,2.53,29,243,0.2725,0.19,2019-08-28T01:26:03.431Z,"35km W of Petrolia, CA",earthquake,1.51,0.96,0.117,18,reviewed,2019,8,23,16:21:33,California,Ferndale
2019-08-23 14:16:52+00:00,38.7718333,-122.4518333,10.16,3.6,112,79,0.03404,0.15,2019-11-08T22:13:44.040Z,"10km ESE of Hidden Valley Lake, CA",earthquake,0.14,0.27,0.159464844,3,reviewed,2019,8,23,14:16:52,California,Hidden Valley Lake
2019-08-23 10:22:22+00:00,35.66,-117.535,9.2,3.02,82,21,0.04697,0.12,2021-10-07T20:52:34.080Z,"13km ENE of Ridgecrest, CA",earthquake,0.08,0.17,0.175,192,reviewed,2019,8,23,10:22:22,California,Ridgecrest
2019-08-23 09:29:20+00:00,35.8778333,-117.6958333,8.73,2.53,53,40,0.01056,0.14,2021-08-25T16:53:33.350Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.27,0.239,22,reviewed,2019,8,23,9:29:20,California,China Lake Acres
